Time;SI;SS;XI;XS;XBH;SNH;SND;XND;SALK;TSS;QI;T
2017-06-20 18:00;2.96E+01;8.41E+01;1.02E+02;3.84E+02;5.02E+01;3.12E+01;6.44E+00;1.86E+01;7.00E+00;4.03E+02;2.43E+04;1.46E+01
2017-06-20 18:15;2.99E+01;8.09E+01;1.02E+02;3.82E+02;4.79E+01;3.11E+01;5.93E+00;1.81E+01;7.00E+00;3.99E+02;2.57E+04;1.46E+01
2017-06-20 18:30;3.08E+01;7.76E+01;1.02E+02;3.77E+02;4.69E+01;3.05E+01;5.55E+00;1.82E+01;7.00E+00;3.94E+02;2.70E+04;1.46E+01
2017-06-20 18:45;3.21E+01;7.43E+01;1.01E+02;3.72E+02;4.66E+01;2.96E+01;5.25E+00;1.87E+01;7.00E+00;3.90E+02;2.82E+04;1.46E+01
2017-06-20 19:00;3.34E+01;7.11E+01;1.01E+02;3.67E+02;4.65E+01;2.88E+01;4.98E+00;1.92E+01;7.00E+00;3.86E+02;2.92E+04;1.46E+01
2017-06-20 19:15;3.44E+01;6.83E+01;1.01E+02;3.64E+02;4.64E+01;2.79E+01;4.70E+00;1.94E+01;7.00E+00;3.83E+02;2.99E+04;1.46E+01
2017-06-20 19:30;3.48E+01;6.62E+01;1.02E+02;3.63E+02;4.60E+01;2.71E+01;4.39E+00;1.90E+01;7.00E+00;3.83E+02;2.99E+04;1.47E+01
2017-06-20 19:45;3.49E+01;6.44E+01;1.03E+02;3.63E+02;4.56E+01;2.61E+01;4.05E+00;1.82E+01;7.00E+00;3.84E+02;2.98E+04;1.47E+01
2017-06-20 20:00;3.50E+01;6.27E+01;1.03E+02;3.65E+02;4.52E+01;2.52E+01;3.72E+00;1.73E+01;7.00E+00;3.85E+02;2.95E+04;1.47E+01
2017-06-20 20:15;3.50E+01;6.10E+01;1.04E+02;3.66E+02;4.49E+01;2.44E+01;3.46E+00;1.67E+01;7.00E+00;3.87E+02;2.90E+04;1.47E+01
2017-06-20 20:30;3.48E+01;5.92E+01;1.05E+02;3.68E+02;4.48E+01;2.40E+01;3.42E+00;1.69E+01;7.00E+00;3.88E+02;2.80E+04;1.47E+01
2017-06-20 20:45;3.45E+01;5.75E+01;1.05E+02;3.70E+02;4.50E+01;2.36E+01;3.50E+00;1.74E+01;7.00E+00;3.90E+02;2.70E+04;1.47E+01
2017-06-20 21:00;3.42E+01;5.58E+01;1.06E+02;3.71E+02;4.52E+01;2.34E+01;3.62E+00;1.81E+01;7.00E+00;3.92E+02;2.61E+04;1.47E+01
2017-06-20 21:15;3.40E+01;5.42E+01;1.07E+02;3.74E+02;4.56E+01;2.31E+01;3.70E+00;1.86E+01;7.00E+00;3.95E+02;2.50E+04;1.47E+01
2017-06-20 21:30;3.40E+01;5.28E+01;1.08E+02;3.79E+02;4.61E+01;2.28E+01;3.64E+00;1.85E+01;7.00E+00;3.99E+02;2.36E+04;1.47E+01
2017-06-20 21:45;3.42E+01;5.16E+01;1.09E+02;3.85E+02;4.68E+01;2.25E+01;3.48E+00;1.81E+01;7.00E+00;4.06E+02;2.23E+04;1.46E+01
2017-06-20 22:00;3.44E+01;5.04E+01;1.11E+02;3.92E+02;4.76E+01;2.23E+01;3.31E+00;1.76E+01;7.00E+00;4.13E+02;2.12E+04;1.46E+01
2017-06-20 22:15;3.45E+01;4.97E+01;1.12E+02;3.99E+02;4.85E+01;2.21E+01;3.21E+00;1.71E+01;7.00E+00;4.20E+02;2.00E+04;1.46E+01
2017-06-20 22:30;3.44E+01;4.98E+01;1.14E+02;4.07E+02;4.97E+01;2.21E+01;3.33E+00;1.68E+01;7.00E+00;4.29E+02;1.87E+04;1.46E+01
2017-06-20 22:45;3.42E+01;5.04E+01;1.16E+02;4.16E+02;5.12E+01;2.22E+01;3.61E+00;1.65E+01;7.00E+00;4.38E+02;1.75E+04;1.46E+01
2017-06-20 23:00;3.38E+01;5.15E+01;1.19E+02;4.25E+02;5.28E+01;2.24E+01;3.97E+00;1.63E+01;7.00E+00;4.48E+02;1.64E+04;1.46E+01
2017-06-20 23:15;3.35E+01;5.25E+01;1.21E+02;4.34E+02;5.44E+01;2.25E+01;4.30E+00;1.60E+01;7.00E+00;4.57E+02;1.55E+04;1.45E+01
2017-06-20 23:30;3.32E+01;5.28E+01;1.22E+02;4.40E+02;5.56E+01;2.26E+01;4.45E+00;1.55E+01;7.00E+00;4.63E+02;1.48E+04;1.45E+01
2017-06-20 23:45;3.29E+01;5.27E+01;1.22E+02;4.44E+02;5.64E+01;2.27E+01;4.45E+00;1.48E+01;7.00E+00;4.67E+02;1.42E+04;1.45E+01
2017-06-21 00:00;3.26E+01;5.23E+01;1.21E+02;4.48E+02;5.71E+01;2.27E+01;4.38E+00;1.41E+01;7.00E+00;4.70E+02;1.37E+04;1.45E+01
2017-06-21 00:15;3.23E+01;5.18E+01;1.21E+02;4.49E+02;5.77E+01;2.27E+01;4.29E+00;1.34E+01;7.00E+00;4.71E+02;1.33E+04;1.44E+01
2017-06-21 00:30;3.19E+01;5.08E+01;1.20E+02;4.48E+02;5.80E+01;2.26E+01;4.20E+00;1.27E+01;7.00E+00;4.70E+02;1.28E+04;1.44E+01
2017-06-21 00:45;3.14E+01;4.94E+01;1.20E+02;4.44E+02;5.81E+01;2.23E+01;4.11E+00;1.22E+01;7.00E+00;4.67E+02;1.24E+04;1.44E+01
2017-06-21 01:00;3.08E+01;4.77E+01;1.20E+02;4.39E+02;5.81E+01;2.20E+01;4.01E+00;1.17E+01;7.00E+00;4.63E+02;1.21E+04;1.44E+01
2017-06-21 01:15;3.03E+01;4.60E+01;1.19E+02;4.32E+02;5.78E+01;2.16E+01;3.90E+00;1.12E+01;7.00E+00;4.57E+02;1.18E+04;1.43E+01
2017-06-21 01:30;3.01E+01;4.42E+01;1.18E+02;4.23E+02;5.69E+01;2.09E+01;3.76E+00;1.07E+01;7.00E+00;4.48E+02;1.16E+04;1.43E+01
2017-06-21 01:45;2.99E+01;4.23E+01;1.15E+02;4.12E+02;5.54E+01;2.01E+01;3.60E+00;1.04E+01;7.00E+00;4.37E+02;1.15E+04;1.43E+01
2017-06-21 02:00;2.99E+01;4.04E+01;1.12E+02;4.00E+02;5.37E+01;1.91E+01;3.43E+00;1.01E+01;7.00E+00;4.24E+02;1.15E+04;1.42E+01
2017-06-21 02:15;3.00E+01;3.85E+01;1.08E+02;3.87E+02;5.21E+01;1.82E+01;3.27E+00;9.82E+00;7.00E+00;4.11E+02;1.14E+04;1.42E+01
2017-06-21 02:30;3.01E+01;3.65E+01;1.04E+02;3.76E+02;5.11E+01;1.75E+01;3.18E+00;9.58E+00;7.00E+00;3.98E+02;1.14E+04;1.42E+01
2017-06-21 02:45;3.04E+01;3.46E+01;1.00E+02;3.64E+02;5.06E+01;1.70E+01;3.13E+00;9.37E+00;7.00E+00;3.86E+02;1.13E+04;1.41E+01
2017-06-21 03:00;3.08E+01;3.26E+01;9.56E+01;3.53E+02;5.03E+01;1.65E+01;3.11E+00;9.18E+00;7.00E+00;3.75E+02;1.13E+04;1.41E+01
2017-06-21 03:15;3.11E+01;3.07E+01;9.13E+01;3.42E+02;4.98E+01;1.60E+01;3.11E+00;9.01E+00;7.00E+00;3.63E+02;1.13E+04;1.41E+01
2017-06-21 03:30;3.13E+01;2.89E+01;8.76E+01;3.30E+02;4.83E+01;1.55E+01;3.13E+00;8.84E+00;7.00E+00;3.50E+02;1.14E+04;1.41E+01
2017-06-21 03:45;3.15E+01;2.72E+01;8.45E+01;3.18E+02;4.60E+01;1.50E+01;3.18E+00;8.66E+00;7.00E+00;3.36E+02;1.16E+04;1.40E+01
2017-06-21 04:00;3.16E+01;2.56E+01;8.16E+01;3.06E+02;4.34E+01;1.45E+01;3.24E+00;8.50E+00;7.00E+00;3.23E+02;1.17E+04;1.40E+01
2017-06-21 04:15;3.17E+01;2.43E+01;7.90E+01;2.94E+02;4.09E+01;1.39E+01;3.27E+00;8.38E+00;7.00E+00;3.11E+02;1.18E+04;1.40E+01
2017-06-21 04:30;3.17E+01;2.35E+01;7.69E+01;2.85E+02;3.88E+01;1.34E+01;3.21E+00;8.33E+00;7.00E+00;3.00E+02;1.18E+04;1.39E+01
2017-06-21 04:45;3.16E+01;2.32E+01;7.50E+01;2.76E+02;3.71E+01;1.29E+01;3.09E+00;8.35E+00;7.00E+00;2.91E+02;1.17E+04;1.39E+01
2017-06-21 05:00;3.14E+01;2.31E+01;7.32E+01;2.69E+02;3.56E+01;1.25E+01;2.95E+00;8.41E+00;7.00E+00;2.84E+02;1.15E+04;1.39E+01
2017-06-21 05:15;3.13E+01;2.32E+01;7.16E+01;2.63E+02;3.41E+01;1.21E+01;2.81E+00;8.51E+00;7.00E+00;2.76E+02;1.14E+04;1.39E+01
2017-06-21 05:30;3.13E+01;2.36E+01;7.02E+01;2.57E+02;3.27E+01;1.21E+01;2.76E+00;8.69E+00;7.00E+00;2.70E+02;1.12E+04;1.38E+01
2017-06-21 05:45;3.13E+01;2.43E+01;6.89E+01;2.51E+02;3.13E+01;1.23E+01;2.76E+00;8.94E+00;7.00E+00;2.63E+02;1.10E+04;1.38E+01
2017-06-21 06:00;3.14E+01;2.52E+01;6.77E+01;2.46E+02;3.00E+01;1.27E+01;2.81E+00;9.23E+00;7.00E+00;2.58E+02;1.08E+04;1.38E+01
2017-06-21 06:15;3.15E+01;2.68E+01;6.65E+01;2.41E+02;2.88E+01;1.34E+01;2.95E+00;9.61E+00;7.00E+00;2.53E+02;1.07E+04;1.38E+01
2017-06-21 06:30;3.17E+01;3.09E+01;6.49E+01;2.37E+02;2.78E+01;1.52E+01;3.36E+00;1.02E+01;7.00E+00;2.48E+02;1.07E+04;1.38E+01
2017-06-21 06:45;3.20E+01;3.68E+01;6.30E+01;2.34E+02;2.72E+01;1.78E+01;3.99E+00;1.10E+01;7.00E+00;2.43E+02;1.08E+04;1.38E+01
2017-06-21 07:00;3.23E+01;4.35E+01;6.11E+01;2.31E+02;2.67E+01;2.07E+01;4.71E+00;1.19E+01;7.00E+00;2.39E+02;1.09E+04;1.37E+01
2017-06-21 07:15;3.25E+01;5.30E+01;5.95E+01;2.29E+02;2.65E+01;2.45E+01;5.53E+00;1.34E+01;7.00E+00;2.36E+02;1.13E+04;1.37E+01
2017-06-21 07:30;3.22E+01;6.97E+01;5.91E+01;2.27E+02;2.69E+01;3.04E+01;6.53E+00;1.69E+01;7.00E+00;2.35E+02;1.26E+04;1.37E+01
2017-06-21 07:45;3.16E+01;8.93E+01;5.95E+01;2.27E+02;2.77E+01;3.70E+01;7.52E+00;2.13E+01;7.00E+00;2.36E+02;1.43E+04;1.37E+01
2017-06-21 08:00;3.11E+01;1.08E+02;6.03E+01;2.27E+02;2.85E+01;4.31E+01;8.41E+00;2.55E+01;7.00E+00;2.37E+02;1.61E+04;1.37E+01
2017-06-21 08:15;3.07E+01;1.21E+02;6.37E+01;2.40E+02;3.07E+01;4.75E+01;9.01E+00;2.85E+01;7.00E+00;2.50E+02;1.83E+04;1.37E+01
2017-06-21 08:30;3.08E+01;1.24E+02;7.40E+01;2.82E+02;3.62E+01;4.85E+01;9.07E+00;2.87E+01;7.00E+00;2.95E+02;2.12E+04;1.37E+01
2017-06-21 08:45;3.11E+01;1.21E+02;8.66E+01;3.36E+02;4.29E+01;4.78E+01;8.85E+00;2.76E+01;7.00E+00;3.49E+02;2.45E+04;1.37E+01
2017-06-21 09:00;3.14E+01;1.17E+02;9.80E+01;3.85E+02;4.90E+01;4.67E+01;8.60E+00;2.62E+01;7.00E+00;3.99E+02;2.79E+04;1.37E+01
2017-06-21 09:15;3.18E+01;1.13E+02;1.07E+02;4.22E+02;5.38E+01;4.52E+01;8.31E+00;2.50E+01;7.00E+00;4.37E+02;3.09E+04;1.37E+01
2017-06-21 09:30;3.24E+01;1.08E+02;1.13E+02;4.43E+02;5.71E+01;4.26E+01;7.88E+00;2.35E+01;7.00E+00;4.60E+02;3.34E+04;1.37E+01
2017-06-21 09:45;3.30E+01;1.03E+02;1.17E+02;4.57E+02;5.98E+01;3.97E+01;7.41E+00;2.21E+01;7.00E+00;4.75E+02;3.55E+04;1.37E+01
2017-06-21 10:00;3.36E+01;9.72E+01;1.20E+02;4.68E+02;6.21E+01;3.68E+01;6.95E+00;2.07E+01;7.00E+00;4.88E+02;3.73E+04;1.38E+01
2017-06-21 10:15;3.41E+01;9.27E+01;1.23E+02;4.78E+02;6.41E+01;3.45E+01;6.55E+00;1.95E+01;7.00E+00;4.99E+02;3.79E+04;1.38E+01
2017-06-21 10:30;3.45E+01;8.99E+01;1.26E+02;4.83E+02;6.55E+01;3.31E+01;6.28E+00;1.85E+01;7.00E+00;5.06E+02;3.70E+04;1.38E+01
2017-06-21 10:45;3.48E+01;8.75E+01;1.27E+02;4.86E+02;6.68E+01;3.20E+01;6.03E+00;1.75E+01;7.00E+00;5.10E+02;3.56E+04;1.38E+01
2017-06-21 11:00;3.52E+01;8.50E+01;1.29E+02;4.89E+02;6.80E+01;3.09E+01;5.78E+00;1.64E+01;7.00E+00;5.14E+02;3.40E+04;1.38E+01
2017-06-21 11:15;3.54E+01;8.25E+01;1.30E+02;4.91E+02;6.89E+01;2.97E+01;5.52E+00;1.54E+01;7.00E+00;5.18E+02;3.24E+04;1.39E+01
2017-06-21 11:30;3.54E+01;8.04E+01;1.31E+02;4.93E+02;6.95E+01;2.88E+01;5.28E+00;1.45E+01;7.00E+00;5.21E+02;3.06E+04;1.39E+01
2017-06-21 11:45;3.53E+01;7.84E+01;1.32E+02;4.94E+02;6.99E+01;2.79E+01;5.05E+00;1.36E+01;7.00E+00;5.23E+02;2.88E+04;1.39E+01
2017-06-21 12:00;3.51E+01;7.67E+01;1.33E+02;4.95E+02;7.00E+01;2.70E+01;4.82E+00;1.28E+01;7.00E+00;5.24E+02;2.72E+04;1.39E+01
2017-06-21 12:15;3.48E+01;7.48E+01;1.33E+02;4.93E+02;7.00E+01;2.60E+01;4.62E+00;1.20E+01;7.00E+00;5.22E+02;2.58E+04;1.40E+01
2017-06-21 12:30;3.47E+01;7.26E+01;1.32E+02;4.88E+02;6.96E+01;2.43E+01;4.49E+00;1.11E+01;7.00E+00;5.17E+02;2.47E+04;1.40E+01
2017-06-21 12:45;3.46E+01;7.04E+01;1.30E+02;4.80E+02;6.90E+01;2.24E+01;4.41E+00;1.02E+01;7.00E+00;5.10E+02;2.38E+04;1.40E+01
2017-06-21 13:00;3.44E+01;6.83E+01;1.27E+02;4.72E+02;6.83E+01;2.04E+01;4.36E+00;9.38E+00;7.00E+00;5.00E+02;2.30E+04;1.40E+01
2017-06-21 13:15;3.41E+01;6.61E+01;1.25E+02;4.62E+02;6.74E+01;1.86E+01;4.29E+00;8.71E+00;7.00E+00;4.90E+02;2.24E+04;1.41E+01
2017-06-21 13:30;3.35E+01;6.30E+01;1.22E+02;4.52E+02;6.61E+01;1.72E+01;4.12E+00;8.39E+00;7.00E+00;4.80E+02;2.20E+04;1.41E+01
2017-06-21 13:45;3.26E+01;5.94E+01;1.19E+02;4.41E+02;6.47E+01;1.61E+01;3.90E+00;8.30E+00;7.00E+00;4.68E+02;2.18E+04;1.41E+01
2017-06-21 14:00;3.17E+01;5.60E+01;1.16E+02;4.30E+02;6.31E+01;1.51E+01;3.68E+00;8.35E+00;7.00E+00;4.57E+02;2.16E+04;1.42E+01
2017-06-21 14:15;3.08E+01;5.30E+01;1.13E+02;4.21E+02;6.18E+01;1.44E+01;3.51E+00;8.42E+00;7.00E+00;4.47E+02;2.13E+04;1.42E+01
2017-06-21 14:30;3.00E+01;5.09E+01;1.12E+02;4.17E+02;6.09E+01;1.40E+01;3.42E+00;8.40E+00;7.00E+00;4.42E+02;2.07E+04;1.42E+01
2017-06-21 14:45;2.92E+01;4.93E+01;1.11E+02;4.14E+02;6.03E+01;1.38E+01;3.39E+00;8.34E+00;7.00E+00;4.39E+02;2.01E+04;1.43E+01
2017-06-21 15:00;2.84E+01;4.80E+01;1.10E+02;4.14E+02;5.98E+01;1.37E+01;3.38E+00;8.29E+00;7.00E+00;4.38E+02;1.95E+04;1.43E+01
2017-06-21 15:15;2.77E+01;4.70E+01;1.10E+02;4.12E+02;5.94E+01;1.38E+01;3.47E+00;8.50E+00;7.00E+00;4.36E+02;1.91E+04;1.43E+01
2017-06-21 15:30;2.75E+01;4.70E+01;1.09E+02;4.05E+02;5.89E+01;1.44E+01;3.79E+00;9.37E+00;7.00E+00;4.29E+02;1.90E+04;1.44E+01
2017-06-21 15:45;2.74E+01;4.74E+01;1.07E+02;3.96E+02;5.85E+01;1.52E+01;4.26E+00;1.07E+01;7.00E+00;4.21E+02;1.90E+04;1.44E+01
2017-06-21 16:00;2.75E+01;4.81E+01;1.06E+02;3.86E+02;5.82E+01;1.61E+01;4.77E+00;1.21E+01;7.00E+00;4.12E+02;1.90E+04;1.44E+01
2017-06-21 16:15;2.76E+01;4.98E+01;1.05E+02;3.77E+02;5.77E+01;1.71E+01;5.31E+00;1.37E+01;7.00E+00;4.05E+02;1.92E+04;1.45E+01
2017-06-21 16:30;2.75E+01;5.43E+01;1.04E+02;3.71E+02;5.64E+01;1.80E+01;5.88E+00;1.56E+01;7.00E+00;3.99E+02;1.99E+04;1.45E+01
2017-06-21 16:45;2.72E+01;6.01E+01;1.04E+02;3.67E+02;5.47E+01;1.89E+01;6.44E+00;1.76E+01;7.00E+00;3.94E+02;2.07E+04;1.45E+01
2017-06-21 17:00;2.70E+01;6.62E+01;1.04E+02;3.64E+02;5.31E+01;1.97E+01;6.97E+00;1.95E+01;7.00E+00;3.91E+02;2.14E+04;1.46E+01
2017-06-21 17:15;2.68E+01;7.13E+01;1.04E+02;3.65E+02;5.20E+01;2.08E+01;7.36E+00;2.11E+01;7.00E+00;3.91E+02;2.21E+04;1.46E+01
2017-06-21 17:30;2.66E+01;7.43E+01;1.05E+02;3.76E+02;5.24E+01;2.24E+01;7.43E+00;2.20E+01;7.00E+00;4.00E+02;2.24E+04;1.46E+01
2017-06-21 17:45;2.65E+01;7.61E+01;1.07E+02;3.92E+02;5.36E+01;2.44E+01;7.32E+00;2.24E+01;7.00E+00;4.14E+02;2.26E+04;1.46E+01
2017-06-21 18:00;2.65E+01;7.76E+01;1.08E+02;4.10E+02;5.51E+01;2.65E+01;7.16E+00;2.27E+01;7.00E+00;4.30E+02;2.28E+04;1.46E+01
2017-06-21 18:15;2.65E+01;7.82E+01;1.10E+02;4.24E+02;5.63E+01;2.83E+01;6.93E+00;2.29E+01;7.00E+00;4.43E+02;2.32E+04;1.47E+01
2017-06-21 18:30;2.66E+01;7.66E+01;1.09E+02;4.29E+02;5.66E+01;2.93E+01;6.57E+00;2.31E+01;7.00E+00;4.46E+02;2.42E+04;1.47E+01
2017-06-21 18:45;2.68E+01;7.40E+01;1.08E+02;4.28E+02;5.63E+01;2.99E+01;6.14E+00;2.32E+01;7.00E+00;4.44E+02;2.52E+04;1.47E+01
2017-06-21 19:00;2.70E+01;7.12E+01;1.06E+02;4.26E+02;5.60E+01;3.04E+01;5.71E+00;2.33E+01;7.00E+00;4.42E+02;2.62E+04;1.47E+01
2017-06-21 19:15;2.72E+01;6.84E+01;1.06E+02;4.24E+02;5.57E+01;3.07E+01;5.36E+00;2.31E+01;7.00E+00;4.39E+02;2.69E+04;1.47E+01
2017-06-21 19:30;2.75E+01;6.57E+01;1.06E+02;4.23E+02;5.59E+01;3.08E+01;5.19E+00;2.24E+01;7.00E+00;4.38E+02;2.72E+04;1.47E+01
2017-06-21 19:45;2.77E+01;6.28E+01;1.07E+02;4.21E+02;5.62E+01;3.07E+01;5.12E+00;2.14E+01;7.00E+00;4.38E+02;2.74E+04;1.47E+01
2017-06-21 20:00;2.80E+01;5.99E+01;1.09E+02;4.19E+02;5.66E+01;3.07E+01;5.05E+00;2.03E+01;7.00E+00;4.38E+02;2.76E+04;1.47E+01
2017-06-21 20:15;2.81E+01;5.75E+01;1.10E+02;4.19E+02;5.69E+01;3.05E+01;4.99E+00;1.94E+01;7.00E+00;4.39E+02;2.74E+04;1.48E+01
2017-06-21 20:30;2.80E+01;5.62E+01;1.11E+02;4.21E+02;5.68E+01;3.04E+01;4.93E+00;1.90E+01;7.00E+00;4.42E+02;2.68E+04;1.48E+01
2017-06-21 20:45;2.77E+01;5.54E+01;1.12E+02;4.24E+02;5.65E+01;3.03E+01;4.88E+00;1.89E+01;7.00E+00;4.45E+02;2.60E+04;1.48E+01
2017-06-21 21:00;2.73E+01;5.47E+01;1.13E+02;4.28E+02;5.62E+01;3.02E+01;4.83E+00;1.88E+01;7.00E+00;4.48E+02;2.53E+04;1.47E+01
2017-06-21 21:15;2.71E+01;5.43E+01;1.14E+02;4.32E+02;5.62E+01;3.01E+01;4.77E+00;1.87E+01;7.00E+00;4.52E+02;2.43E+04;1.47E+01
2017-06-21 21:30;2.71E+01;5.42E+01;1.16E+02;4.39E+02;5.71E+01;3.01E+01;4.67E+00;1.85E+01;7.00E+00;4.59E+02;2.28E+04;1.47E+01
2017-06-21 21:45;2.72E+01;5.45E+01;1.18E+02;4.48E+02;5.86E+01;3.02E+01;4.54E+00;1.82E+01;7.00E+00;4.69E+02;2.12E+04;1.47E+01
2017-06-21 22:00;2.73E+01;5.50E+01;1.21E+02;4.57E+02;6.04E+01;3.03E+01;4.41E+00;1.79E+01;7.00E+00;4.79E+02;1.98E+04;1.47E+01
2017-06-21 22:15;2.76E+01;5.54E+01;1.23E+02;4.65E+02;6.19E+01;3.03E+01;4.32E+00;1.76E+01;7.00E+00;4.87E+02;1.86E+04;1.47E+01
2017-06-21 22:30;2.79E+01;5.52E+01;1.24E+02;4.66E+02;6.20E+01;3.02E+01;4.33E+00;1.71E+01;7.00E+00;4.89E+02;1.79E+04;1.47E+01
2017-06-21 22:45;2.84E+01;5.46E+01;1.24E+02;4.62E+02;6.13E+01;2.99E+01;4.40E+00;1.65E+01;7.00E+00;4.86E+02;1.74E+04;1.47E+01
2017-06-21 23:00;2.88E+01;5.39E+01;1.24E+02;4.57E+02;6.02E+01;2.96E+01;4.52E+00;1.60E+01;7.00E+00;4.81E+02;1.70E+04;1.47E+01
2017-06-21 23:15;2.92E+01;5.32E+01;1.24E+02;4.51E+02;5.92E+01;2.94E+01;4.61E+00;1.55E+01;7.00E+00;4.76E+02;1.65E+04;1.46E+01
2017-06-21 23:30;2.91E+01;5.25E+01;1.23E+02;4.48E+02;5.88E+01;2.91E+01;4.58E+00;1.51E+01;7.00E+00;4.72E+02;1.58E+04;1.46E+01
2017-06-21 23:45;2.87E+01;5.18E+01;1.23E+02;4.46E+02;5.88E+01;2.89E+01;4.47E+00;1.49E+01;7.00E+00;4.71E+02;1.51E+04;1.46E+01
2017-06-22 00:00;2.81E+01;5.12E+01;1.22E+02;4.44E+02;5.90E+01;2.87E+01;4.32E+00;1.48E+01;7.00E+00;4.69E+02;1.45E+04;1.46E+01
2017-06-22 00:15;2.76E+01;5.05E+01;1.22E+02;4.43E+02;5.92E+01;2.85E+01;4.21E+00;1.47E+01;7.00E+00;4.68E+02;1.40E+04;1.45E+01
2017-06-22 00:30;2.75E+01;4.97E+01;1.21E+02;4.43E+02;5.92E+01;2.79E+01;4.26E+00;1.47E+01;7.00E+00;4.67E+02;1.33E+04;1.45E+01
2017-06-22 00:45;2.76E+01;4.89E+01;1.20E+02;4.44E+02;5.90E+01;2.72E+01;4.42E+00;1.47E+01;7.00E+00;4.67E+02;1.27E+04;1.45E+01
2017-06-22 01:00;2.78E+01;4.79E+01;1.20E+02;4.45E+02;5.87E+01;2.64E+01;4.65E+00;1.47E+01;7.00E+00;4.67E+02;1.21E+04;1.44E+01
2017-06-22 01:15;2.81E+01;4.70E+01;1.19E+02;4.44E+02;5.83E+01;2.55E+01;4.86E+00;1.47E+01;7.00E+00;4.66E+02;1.17E+04;1.44E+01
2017-06-22 01:30;2.83E+01;4.63E+01;1.17E+02;4.39E+02;5.73E+01;2.47E+01;4.95E+00;1.43E+01;7.00E+00;4.60E+02;1.14E+04;1.44E+01
2017-06-22 01:45;2.84E+01;4.56E+01;1.14E+02;4.29E+02;5.59E+01;2.40E+01;4.93E+00;1.38E+01;7.00E+00;4.50E+02;1.12E+04;1.44E+01
2017-06-22 02:00;2.85E+01;4.49E+01;1.12E+02;4.18E+02;5.42E+01;2.33E+01;4.86E+00;1.32E+01;7.00E+00;4.38E+02;1.10E+04;1.43E+01
2017-06-22 02:15;2.85E+01;4.44E+01;1.09E+02;4.06E+02;5.27E+01;2.27E+01;4.76E+00;1.26E+01;7.00E+00;4.26E+02;1.08E+04;1.43E+01
2017-06-22 02:30;2.84E+01;4.44E+01;1.06E+02;3.96E+02;5.16E+01;2.21E+01;4.64E+00;1.23E+01;7.00E+00;4.15E+02;1.05E+04;1.43E+01
2017-06-22 02:45;2.81E+01;4.47E+01;1.04E+02;3.87E+02;5.09E+01;2.16E+01;4.50E+00;1.23E+01;7.00E+00;4.06E+02;1.02E+04;1.42E+01
2017-06-22 03:00;2.77E+01;4.52E+01;1.02E+02;3.78E+02;5.04E+01;2.10E+01;4.35E+00;1.25E+01;7.00E+00;3.98E+02;9.93E+03;1.42E+01
2017-06-22 03:15;2.73E+01;4.56E+01;1.00E+02;3.70E+02;4.99E+01;2.05E+01;4.20E+00;1.26E+01;7.00E+00;3.90E+02;9.66E+03;1.42E+01
2017-06-22 03:30;2.70E+01;4.57E+01;9.82E+01;3.62E+02;4.92E+01;2.01E+01;4.03E+00;1.25E+01;7.00E+00;3.82E+02;9.42E+03;1.41E+01
2017-06-22 03:45;2.68E+01;4.55E+01;9.59E+01;3.55E+02;4.83E+01;1.97E+01;3.87E+00;1.22E+01;7.00E+00;3.74E+02;9.20E+03;1.41E+01
2017-06-22 04:00;2.66E+01;4.51E+01;9.35E+01;3.47E+02;4.73E+01;1.93E+01;3.70E+00;1.18E+01;7.00E+00;3.66E+02;9.00E+03;1.41E+01
2017-06-22 04:15;2.65E+01;4.46E+01;9.10E+01;3.39E+02;4.62E+01;1.89E+01;3.53E+00;1.13E+01;7.00E+00;3.57E+02;8.85E+03;1.40E+01
2017-06-22 04:30;2.66E+01;4.36E+01;8.80E+01;3.30E+02;4.48E+01;1.82E+01;3.34E+00;1.07E+01;7.00E+00;3.47E+02;8.82E+03;1.40E+01
2017-06-22 04:45;2.67E+01;4.23E+01;8.48E+01;3.19E+02;4.32E+01;1.72E+01;3.13E+00;1.01E+01;7.00E+00;3.35E+02;8.85E+03;1.40E+01
2017-06-22 05:00;2.69E+01;4.08E+01;8.15E+01;3.08E+02;4.16E+01;1.61E+01;2.93E+00;9.43E+00;7.00E+00;3.23E+02;8.90E+03;1.40E+01
2017-06-22 05:15;2.71E+01;3.95E+01;7.81E+01;2.96E+02;4.00E+01;1.50E+01;2.72E+00;8.84E+00;7.00E+00;3.11E+02;9.00E+03;1.39E+01
2017-06-22 05:30;2.75E+01;3.88E+01;7.43E+01;2.85E+02;3.85E+01;1.41E+01;2.50E+00;8.37E+00;7.00E+00;2.98E+02;9.24E+03;1.39E+01
2017-06-22 05:45;2.80E+01;3.85E+01;7.03E+01;2.73E+02;3.70E+01;1.33E+01;2.28E+00;8.02E+00;7.00E+00;2.85E+02;9.54E+03;1.39E+01
2017-06-22 06:00;2.86E+01;3.85E+01;6.65E+01;2.62E+02;3.57E+01;1.26E+01;2.07E+00;7.75E+00;7.00E+00;2.73E+02;9.86E+03;1.39E+01
2017-06-22 06:15;2.89E+01;3.90E+01;6.29E+01;2.51E+02;3.44E+01;1.23E+01;1.86E+00;7.62E+00;7.00E+00;2.61E+02;1.04E+04;1.39E+01
